S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of Votes
1.0,NITIN JAIRAM GADKARI,Bharatiya Janata Party,652809,2218,655027,54.08
2.0,VIKAS THAKRE,Indian National Congress,515941,1483,517424,42.72
3.0,YOGIRAJ ALIAS YOGESH PATIRAM LANJEWAR,Bahujan Samaj Party,19164,78,19242,1.59
4.0,KIVINSUKA VIRENDRA SURYAVANSHI,Desh Janhit Party,2055,4,2059,0.17
5.0,ADARSH RAVISHANKAR THAKUR,Independent,1749,1,1750,0.14
6.0,ADV ULHAS SHALIKRAM DUPARE,Independent,1346,2,1348,0.11
7.0,FAHIM SHAMIM KHAN,Minorities Democratic Party,1072,1,1073,0.09
8.0,SURAJ BALRAM MISHRA,Kunbi Bahujan Sawrajya Party,814,3,817,0.07
9.0,TEKRAJ BELKHODE,Independent,803,5,808,0.07
10.0,GARUDADRI ANAND KUMAR,Akhil Bhartiya Parivar Party,719,1,720,0.06
11.0,DHANU WALTHARE,Independent,690,2,692,0.06
12.0,VIJAY MANKAR,Ambedkarite Party of India,606,4,610,0.05
13.0,ADV. SANTOSH RAMKRISHNA LANJEWAR,All India Forward Bloc,565,2,567,0.05
14.0,VISHESH VASANTA FUTANE,Bahujan Republican  Socialist Party,559,3,562,0.05
15.0,GUNWANT HARICHANDRA SOMKUWAR,Bharatheeya Jawan Kisan Party,465,6,471,0.04
16.0,SHRIDHAR NARAYAN SALVE,Bhim Sena,447,4,451,0.04
17.0,SUNIL WANKHEDE,Rashtra Samarpan Party,320,2,322,0.03
18.0,DIPAK LAXMANRAO MASKE,Bahujan Maha Party,267,3,270,0.02
19.0,NARAYAN TUKARAM CHOUDHARI,Socialist Unity Centre Of India (COMMUNIST),251,0,251,0.02
20.0,SANTOSH TULSHIRAM CHAVHAN,Independent,242,0,242,0.02
21.0,SUSHIL PATIL,Independent,236,1,237,0.02
22.0,SACHIN RAMKRUSHNARAO WAGHADE,Independent,202,0,202,0.02
23.0,PRAFUL MANIKCHAND BHANGE,Independent,201,0,201,0.02
24.0,VINAYAK BHAURAO AWCHAT,Independent,190,0,190,0.02
25.0,BABITA RAJU AWASTHI,Independent,179,3,182,0.02
26.0,SAHIL BALCHAND TURKAR,Independent,129,0,129,0.01
27.0,NOTA,None of the Above,5434,40,5474,0.45
