S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of Votes
1.0,DR. HEMANT VISHNU SAVARA,Bharatiya Janata Party,600208,1036,601244,43.69
2.0,BHARTI BHARAT KAMDI,Shiv Sena (Uddhav Balasaheb Thackrey),416822,1116,417938,30.37
3.0,RAJESH RAGHUNATH PATIL,Bahujan Vikas Aaghadi,254011,506,254517,18.5
4.0,BHARAT SAMJI VANGA,Bahujan Samaj Party,15425,40,15465,1.12
5.0,MEENA KISHOR BHAD,Independent,14223,12,14235,1.03
6.0,VIJAYA RAJKUMAR MHATRE,Vanchit Bahujan  Aaghadi,10882,54,10936,0.79
7.0,MOHAN BARAKU GUHE,Bharat Adivasi Party,10737,24,10761,0.78
8.0,DINKAR DATTATRAYA WADHAN,Independent,10672,15,10687,0.78
9.0,AMAR KISAN KAVALE,Independent,9806,15,9821,0.71
10.0,COMRADE RAHUL MEDHA,Marxist Leninist Party of India (Red Flag),7061,24,7085,0.51
11.0,NOTA,None of the Above,23312,73,23385,1.7
