S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of Votes
1.0,DAGGUMALLA PRASADA RAO,Telugu Desam,765536,12535,778071,54.84
2.0,REDDEPPA.N .,Yuvajana Sramika Rythu Congress Party,552469,5123,557592,39.3
3.0,MOTUKUR JAGAPATHI,Indian National Congress,29431,719,30150,2.12
4.0,THOGURU VIJAYA KUMAR,Bahujan Samaj Party,13389,122,13511,0.95
5.0,YUGANDAR . KONDA,Independent,6889,84,6973,0.49
6.0,K.MUNI KRISHNA,Independent,3954,2,3956,0.28
7.0,P.JANAKI RAMA RAO ( BABU),National Maha Sabha Party,2822,11,2833,0.2
8.0,PETA.MOHAN .,Independent,2365,1,2366,0.17
9.0,C.SUDHAKAR,Independent,1934,1,1935,0.14
10.0,N.CHANDRABABU,Independent,1878,7,1885,0.13
11.0,MADASI SUDHARSHAN,Independent,1575,3,1578,0.11
12.0,D.MAHESH,Independent,1109,10,1119,0.08
13.0,P.MADHU,Independent,902,4,906,0.06
14.0,N.BHUPATHI,Independent,862,32,894,0.06
15.0,A. PURNA CHANDRA,Independent,856,1,857,0.06
16.0,PALLIPATTU.ABHINAV VISHNU,Samajwadi Party,670,6,676,0.05
17.0,N.GANGAIAH .,Independent,547,5,552,0.04
18.0,T NARESH,Independent,532,2,534,0.04
19.0,BANDAPALLI RAMESH,Independent,490,3,493,0.03
20.0,NOTA,None of the Above,11812,164,11976,0.84
