S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of Votes
1.0,DR. AMOL RAMSING KOLHE,Nationalist Congress Party – Sharadchandra Pawar,697768,924,698692,50.83
2.0,ADHALRAO SHIVAJI DATTATREY,Nationalist Congress Party,557138,603,557741,40.58
3.0,MANOHAR MAHADU WADEKAR,Independent,28324,6,28330,2.06
4.0,DR. ANWAR SHAIKH,Vanchit Bahujan  Aaghadi,17444,18,17462,1.27
5.0,RAHUL RAGHUNATH OWHAL,Bahujan Samaj Party,10280,15,10295,0.75
6.0,CHANDGUDE VINOD VASANT,Independent,8076,2,8078,0.59
7.0,GORAKSH KASABE,Independent,4913,2,4915,0.36
8.0,ADV. DR. LAXMAN RAMBHAU DAMSE,Bharat Adivasi Party,4125,11,4136,0.3
9.0,GAIKWAD NILOBA CHANGADEO,Independent,3569,2,3571,0.26
10.0,UMESH MAHADEV MHETRE,Independent,3499,0,3499,0.25
11.0,ADV.SWAPNIL BHAUSAHEB SHELAR,Independent,2667,0,2667,0.19
12.0,AMOL VILAS PACHUNDKAR,Independent,2386,2,2388,0.17
13.0,ASLAM ISAK BAGWAN,Lok Sena Party,2348,2,2350,0.17
14.0,KAMBLE TRIMBAK NARAYAN,Baliraja Party,2223,4,2227,0.16
15.0,SUBASH KASHINATH SARODE,Independent,2161,0,2161,0.16
16.0,CHAAYA SANJAY JAGDALE-SOLANKE,Independent,1823,7,1830,0.13
17.0,SUSHIL DNYANDEV KANSE,Independent,1731,1,1732,0.13
18.0,NARAYAN PRABHAKAR ANKUSHE,Bharatheeya Jawan Kisan Party,1279,5,1284,0.09
19.0,BHOR VIKAS ROHIDAS,Independent,1145,2,1147,0.08
20.0,DADA ALIAS VIKAS SURESH KASBE,Independent,1105,1,1106,0.08
21.0,SURAJ CHANDRAKANT GAIKWAD,Independent,936,2,938,0.07
22.0,SWAPNIL DHANAJI LONDHE,Bhim Sena,913,1,914,0.07
23.0,AMAR MACHINDRA BORHADE,Independent,887,1,888,0.06
24.0,RAVINDRA MOTIRAM SIRSAM,Independent,870,0,870,0.06
25.0,TUKARAM NAMDEO DAPHAL,Sainik Samaj Party,862,20,882,0.06
26.0,PANDURANG BHAGWAN WAGHOLE,Independent,818,1,819,0.06
27.0,SANJAY LAXMAN PADWAL,Bhartiya Navjawan Sena (Paksha),779,5,784,0.06
28.0,HARIDAS CHANDAR BHISE,Bharatiya Lokvikas Party,721,2,723,0.05
29.0,SALIM BABA SAYYAD,Independent,671,0,671,0.05
30.0,PRAKASH SUKHADEO JAMDHADE,Independent,602,1,603,0.04
31.0,WAKHARE PRADIP PANDURANG,Independent,574,0,574,0.04
32.0,RAHUL ARJUN HORE,Independent,526,0,526,0.04
33.0,NOTA,None of the Above,9634,27,9661,0.7
