S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of Votes
1.0,VISHWESHWAR HEGDE KAGERI,Bharatiya Janata Party,777887,4608,782495,61.97
2.0,DR. ANJALI NIMBALKAR,Indian National Congress,443296,1771,445067,35.25
3.0,RAJSHEKHAR. SHANKAR. HINDALAGI.,Independent,5384,13,5397,0.43
4.0,GANAPATI HEGDE,Socialist Unity Centre Of India (COMMUNIST),4427,45,4472,0.35
5.0,NIRANJAN UDAYSINH SIRDESAI,Independent,4116,53,4169,0.33
6.0,NAGARAJ. ANANT. SHIRALI.,Independent,2860,22,2882,0.23
7.0,CHIDANAND  HANUMANTHAPPA HARIJAN,Independent,1707,14,1721,0.14
8.0,PRAJAAKEEYA SUNIL,Uttama Prajaakeeya Party,1523,43,1566,0.12
9.0,VINAYAK NAIK,Karnataka Rashtra Samithi,1230,33,1263,0.1
10.0,K. P. PATIL,Independent,901,55,956,0.08
11.0,KRISHNA BALEGAR,Independent,897,23,920,0.07
12.0,ARAVIND GOWDA,Independent,872,32,904,0.07
13.0,AVINASH. NARAYAN. PATIL.,Independent,761,12,773,0.06
14.0,NOTA,None of the Above,10151,25,10176,0.81
