S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of Votes
14.0,DEVIREDDY BALANJANEYULU,Independent,710,6,716,0.05
15.0,HARI PRASAD TUPAKULA,Independent,706,5,711,0.05
16.0,PASAM VENKATESWARLU YADAV,Samajwadi Party,699,44,743,0.05
17.0,SURYA TEJA KOTA,Pyramid Party of India,674,9,683,0.05
18.0,AKUMALLA MALLIKARJUNA REDDY,Independent,575,0,575,0.04
19.0,VESHAPOGU GURAVABABU,Independent,457,4,461,0.03
20.0,KOMMU YOHANU,Liberation Congress Party,454,7,461,0.03
21.0,SESHUBABU GUDDANTI,Independent,449,0,449,0.03
22.0,SINGAMNENI SREEKANTH,Independent,407,3,410,0.03
23.0,YARRA DASARADHARAMAIAH,Independent,394,0,394,0.03
24.0,KOTA VAMSI KRISHNA,Independent,365,0,365,0.03
25.0,K PAVAN KALYAN,Jatiya Jana Sena Party,362,30,392,0.03
26.0,NOTA,None of the Above,13066,139,13205,0.93
1.0,DR BYREDDY SHABARI,Telugu Desam,689417,11714,701131,49.92
2.0,POCHA BRAHMANANDA REDDY,Yuvajana Sramika Rythu Congress Party,583155,6001,589156,41.95
3.0,J LAKSHMI NARASIMHA YADAV,Indian National Congress,54920,1284,56204,4.0
4.0,P GURUVAIAH,Independent,8190,1,8191,0.58
5.0,A CHINNA MOULALI,Bahujan Samaj Party,7768,63,7831,0.56
6.0,HAFIZ ATAULLAH KHAN,Social Democratic Party Of India,6858,74,6932,0.49
7.0,KOMMUSANI PEDDA KAMBAGIRI SWAMY,Independent,4633,0,4633,0.33
8.0,GAGGERA VENKATA RAMANAIAH,Independent,3027,4,3031,0.22
9.0,DUMAVATH SWAMY NAIK,Independent,2348,10,2358,0.17
10.0,KUNUKUNTLA RAMUDU,Independent,1408,5,1413,0.1
11.0,E ANIL KUMAR,Independent,1332,2,1334,0.09
12.0,C SURENDRA NATHA REDDY,Independent,1267,1,1268,0.09
13.0,BRAHMANANDA REDDY K,Independent,1261,11,1272,0.09
14.0,UPPU SUBBARAYUDU,Jaathia Chethi Vruthula Ikya Vedika Party,785,6,791,0.06
15.0,NAGESWARA RAO,Independent,678,2,680,0.05
16.0,VIJAYA BHASKAR REDDYPOGU,Independent,641,0,641,0.05
17.0,YELAMPALLE GOVARDHAN REDDY,All India Forward Bloc,638,4,642,0.05
18.0,BHUMA VEERA BHADRA REDDY,Navarang Congress Party,630,16,646,0.05
19.0,PANDU RANGA YADAV SIDDAPU,Samajwadi Party,594,11,605,0.04
20.0,CHANDINI REDDY VAKATI,Liberation Congress Party,546,10,556,0.04
21.0,B C RAMANADHA AREDDY,Independent,472,0,472,0.03
22.0,GAJULA SHALIMIYA,Anna YSR Congress Party,468,18,486,0.03
23.0,KULURU RAMA KRISHNA REDDY,Neethi Nijayithi Party,428,2,430,0.03
24.0,CH P MALLESWARUDU,Independent,417,4,421,0.03
